provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
390006,Air Bridge Broadband LLC,72,LBR Fixed Wireless,95,99,95,99
390008,"Applied Technology Group, Inc.",70,Unlicensed Fixed Wireless,217134,278990,217134,278990
390015,"Bluegrass Fiber, LLC",72,LBR Fixed Wireless,19960,26039,19960,26039
390018,Central Virginia Electric Cooperative,50,Fiber to the Premises,42686,46352,42686,46352
390021,City of Mont Belvieu,50,Fiber to the Premises,2832,3164,2832,3164
390033,Delta High Speed Internet,70,Unlicensed Fixed Wireless,595,654,0,0
390034,"Eastern Carolina Broadband, LLC",70,Unlicensed Fixed Wireless,2823,2929,1137,1682
390036,Element Wireless LLC,70,Unlicensed Fixed Wireless,3759,4260,3759,4260
390044,Gibson Electric Membership Corporation,50,Fiber to the Premises,34114,36860,34114,36860
390046,"Great Lakes Energy Connections, Inc.",50,Fiber to the Premises,40107,42337,40108,42338
390050,Holston Electric Cooperative,50,Fiber to the Premises,27262,30903,27262,30903
390052,Indianola Municipal Utilities,50,Fiber to the Premises,5425,7266,5425,7266
390056,ShastaBeam,70,Unlicensed Fixed Wireless,12860,17762,12860,17762
390056,ShastaBeam,72,LBR Fixed Wireless,1332,1875,1332,1875
390057,IT Works LLC,70,Unlicensed Fixed Wireless,4084,4872,4084,4872
390061,Kit Carson Electric Cooperative Inc.,50,Fiber to the Premises,8433,11791,8433,11791
390062,Krms Products LLC,70,Unlicensed Fixed Wireless,10840,13991,10840,13991
390065,"Lightwave Communications, LLC",50,Fiber to the Premises,489,493,489,493
390065,"Lightwave Communications, LLC",70,Unlicensed Fixed Wireless,1321,1377,1028,1081
390067,Locality Networks Inc.,50,Fiber to the Premises,569,648,78,83
390068,Logonix Corporation,50,Fiber to the Premises,3150,5474,3150,5474
390068,Logonix Corporation,70,Unlicensed Fixed Wireless,16976,22083,16976,22083
390071,MSG Holding Company,50,Fiber to the Premises,402,419,402,419
390071,MSG Holding Company,70,Unlicensed Fixed Wireless,6590,7228,6590,7228
390073,"Michwave Technologies, Inc.",50,Fiber to the Premises,313,316,313,316
390073,"Michwave Technologies, Inc.",70,Unlicensed Fixed Wireless,28334,48967,28334,48967
390073,"Michwave Technologies, Inc.",72,LBR Fixed Wireless,8999,12153,8999,12153
390075,"MINetworks, Inc.",70,Unlicensed Fixed Wireless,2360,2998,2360,2998
390080,Fiberwave,70,Unlicensed Fixed Wireless,790,858,666,721
390082,"Open Broadband, LLC",70,Unlicensed Fixed Wireless,429781,512469,429781,512469
390082,"Open Broadband, LLC",72,LBR Fixed Wireless,229297,264478,229297,264478
390085,"PD Fiber, LLC",50,Fiber to the Premises,8296,9015,8296,9015
390089,Premier Holdings LLC,70,Unlicensed Fixed Wireless,144,169,138,161
390089,Premier Holdings LLC,71,Licensed Fixed Wireless,2012,2506,1931,2412
390089,Premier Holdings LLC,72,LBR Fixed Wireless,7185,8596,7185,8596
390091,Provincial Cable and Data LLC,40,Cable,548,576,548,576
390093,Rainbow Broadband Inc.,70,Unlicensed Fixed Wireless,17,29,17,29
390099,Project A Inc.,70,Unlicensed Fixed Wireless,71975,95509,71975,95509
390100,"Seiontec Systems, LLC",50,Fiber to the Premises,2615,2806,2603,2784
390100,"Seiontec Systems, LLC",70,Unlicensed Fixed Wireless,395525,474812,391712,470691
390101,SEMO Electric Cooperative,50,Fiber to the Premises,16819,18395,16819,18395
390102,"Shawn Barker Construction, Inc.",70,Unlicensed Fixed Wireless,14458,16862,1213,2168
390106,South Central Arkansas Electric Cooperative,50,Fiber to the Premises,15597,18214,15597,18214
390107,"Southeast MN Wifi, LLC",50,Fiber to the Premises,189,196,189,196
390107,"Southeast MN Wifi, LLC",72,LBR Fixed Wireless,21821,26861,21821,26861
390108,"Rural Telecommunications of America, Inc.",50,Fiber to the Premises,214,221,214,221
390108,"Rural Telecommunications of America, Inc.",70,Unlicensed Fixed Wireless,67206,96952,67206,96952
390110,"Starry, Inc.",50,Fiber to the Premises,433,33433,0,0
390110,"Starry, Inc.",71,Licensed Fixed Wireless,155251,2996349,0,0
390111,"Strada Communications, LLC",50,Fiber to the Premises,3599,3974,3599,3974
390113,SWIFT Services LLC,50,Fiber to the Premises,2545,3051,2545,3051
390116,Taylor Electric Cooperative,50,Fiber to the Premises,2960,3272,46,55
390120,Tennessee Independent Telecom Group LLC,50,Fiber to the Premises,9,44,15,56
390121,"The Butler Rural Electric Cooperative Association, Inc.",70,Unlicensed Fixed Wireless,20017,22090,20017,22090
390122,"Tombigbee Electric Cooperative, Inc.",50,Fiber to the Premises,37377,43700,37377,43700
390123,Tri-County Electric Cooperative,50,Fiber to the Premises,27697,29708,27697,29708
390124,Tri-County Electric Membership Corporation,50,Fiber to the Premises,24902,27451,24902,27451
390128,UniFi North LLC,10,Copper,29,457,29,457
390128,UniFi North LLC,70,Unlicensed Fixed Wireless,1350,2404,312,651
390138,"Egyptian Communication Services, Inc.",10,Copper,263,313,263,313
390138,"Egyptian Communication Services, Inc.",50,Fiber to the Premises,875,939,875,939
390139,"American Georgetown, Inc.",10,Copper,476,520,476,520
390142,Barger Creek LLC,50,Fiber to the Premises,1,1,2,2
390142,Barger Creek LLC,72,LBR Fixed Wireless,3312,3460,230,253
390149,TampaBay DSL Inc.,50,Fiber to the Premises,0,0,2,22
390149,TampaBay DSL Inc.,70,Unlicensed Fixed Wireless,0,0,12444,26756
390152,Wireless Broadband Solutions Inc.,70,Unlicensed Fixed Wireless,772,864,84,117
390155,DM Wireless LLC,50,Fiber to the Premises,2405,3796,2405,3796
390155,DM Wireless LLC,70,Unlicensed Fixed Wireless,755124,1082680,755124,1082680
390157,"yondoo Broadband, LLC",40,Cable,1097,2005,1097,2005
390157,"yondoo Broadband, LLC",50,Fiber to the Premises,8188,9513,8188,9513
390162,"Planet Networks, Inc.",50,Fiber to the Premises,20310,26845,20310,26845
390164,"Southern Fiber Worx, LLC",50,Fiber to the Premises,3368,4246,3368,4246
390164,"Southern Fiber Worx, LLC",70,Unlicensed Fixed Wireless,185,186,0,0
390166,"Mansfield Community Fiber, Inc.",50,Fiber to the Premises,1953,2150,1953,2150
390167,ZiTEL LLC,50,Fiber to the Premises,3837,4149,3837,4149
400001,Advantage Communications,70,Unlicensed Fixed Wireless,1144,1275,353,447
400002,Big Red Communications,70,Unlicensed Fixed Wireless,28752,34228,28752,34228
400006,"Carbon Valley Internet, LLC",50,Fiber to the Premises,841,876,841,876
400006,"Carbon Valley Internet, LLC",70,Unlicensed Fixed Wireless,33,35,33,35
400008,Chisholm Broadband,70,Unlicensed Fixed Wireless,55721,67925,55618,67814
400008,Chisholm Broadband,72,LBR Fixed Wireless,14912,18474,14912,18474
400010,"City of Marshall, Michigan",10,Copper,25,121,25,121
400010,"City of Marshall, Michigan",50,Fiber to the Premises,2743,3559,2743,3559
400012,Countrymen Communications Inc.,70,Unlicensed Fixed Wireless,220,244,220,244
400015,Faster Cajun LLC,70,Unlicensed Fixed Wireless,1489,1867,1214,1565
400015,Faster Cajun LLC,72,LBR Fixed Wireless,3588,4310,3588,4310
400016,"Fiber Wave, LLC",70,Unlicensed Fixed Wireless,1884,2041,1875,2030
400019,"GrimesCountyNET, LLC",70,Unlicensed Fixed Wireless,24,24,24,24
400020,HDER Link Ltd.,50,Fiber to the Premises,1188,1324,1188,1324
400020,HDER Link Ltd.,70,Unlicensed Fixed Wireless,63119,73505,63119,73505
400021,"Heritage Broadband, LLC",70,Unlicensed Fixed Wireless,17365,19276,17168,19057
400022,"Horton's TV & Electronics, Inc.",70,Unlicensed Fixed Wireless,9890,11266,9079,10372
400023,"Hudson Technology Solutions, Inc.",70,Unlicensed Fixed Wireless,15631,17864,15631,17864
400025,JackRabbit Wireless LLC,70,Unlicensed Fixed Wireless,2856,3501,2856,3501
400026,Jackson Electric Cooperative,50,Fiber to the Premises,4988,5267,4988,5267
400026,Jackson Electric Cooperative,70,Unlicensed Fixed Wireless,11704,12510,11704,12510
400027,"Kayenta Technologies, LLC",70,Unlicensed Fixed Wireless,35606,42420,35606,42420
400028,"Kentucky Wireless, LLC",70,Unlicensed Fixed Wireless,10874,12590,10874,12590
400029,"Lockridge Networks, LLC",70,Unlicensed Fixed Wireless,2012,2241,1845,2055
400029,"Lockridge Networks, LLC",72,LBR Fixed Wireless,1688,1923,1688,1923
400034,Outernet Broadband LLC,50,Fiber to the Premises,4,4,4,4
400034,Outernet Broadband LLC,70,Unlicensed Fixed Wireless,4955,5417,4955,5417
400035,Pathfinder LLC,50,Fiber to the Premises,181,443,181,443
400035,Pathfinder LLC,70,Unlicensed Fixed Wireless,23427,38332,23427,38332
400036,Pear Networks LLC,50,Fiber to the Premises,770,960,770,960
400037,Rural Gig LLC,70,Unlicensed Fixed Wireless,624,699,0,0
400038,"Salsgiver, Inc.",50,Fiber to the Premises,29941,40325,29941,40325
400039,"Davey Holdings, LLC",50,Fiber to the Premises,597,702,597,702
400041,"SML Wireless, Inc.",70,Unlicensed Fixed Wireless,2726,3323,2726,3323
400044,"SVE Connect, LLC",50,Fiber to the Premises,12571,14354,12571,14354
400045,"Pinnacle Network Solutions, Inc.",70,Unlicensed Fixed Wireless,103661,125626,103661,125626
400045,"Pinnacle Network Solutions, Inc.",72,LBR Fixed Wireless,72270,87243,72270,87243
400046,"Ting Fiber, Inc.",50,Fiber to the Premises,108309,134500,108309,134500
400047,Tipmont Rural Electric Membership Corporation,50,Fiber to the Premises,20862,32805,20862,32805
400050,TREPIC Networks LLC,70,Unlicensed Fixed Wireless,141278,154517,141278,154517
400051,"Trinity Communications, LLC",50,Fiber to the Premises,55,72,55,72
400051,"Trinity Communications, LLC",70,Unlicensed Fixed Wireless,6499,8090,1090,1387
400053,"Unlimited Net Partners, LLC",70,Unlicensed Fixed Wireless,684,723,553,589
400054,"WideOpen Networks, Inc.",50,Fiber to the Premises,1355,1705,1355,1705
400055,Willard Communications LLC,70,Unlicensed Fixed Wireless,793,844,793,844
400056,"WON Communications, LLC",70,Unlicensed Fixed Wireless,19584,24137,18630,22080
400056,"WON Communications, LLC",72,LBR Fixed Wireless,19350,23023,19273,22935
400083,"Forked Deer Electric Cooperative, Inc.",50,Fiber to the Premises,9473,10101,9473,10101
400092,Crown Castle Inc.,10,Copper,0,0,116,755
400092,Crown Castle Inc.,50,Fiber to the Premises,0,0,14449,160307
400094,Mecklenburg Electric Cooperative,10,Copper,1221,1310,1221,1310
400094,Mecklenburg Electric Cooperative,50,Fiber to the Premises,6958,8151,6958,8151
400100,Newport Utilities,50,Fiber to the Premises,15382,18346,15382,18346
400102,"Otsego Electric Cooperative, Inc.",50,Fiber to the Premises,5784,6281,5784,6281
400103,Oklahoma Electric Cooperative,50,Fiber to the Premises,91607,107116,91607,107116
400105,Orange County REMC,50,Fiber to the Premises,16596,18364,16596,18364
400105,Orange County REMC,71,Licensed Fixed Wireless,7004,7746,7004,7746
400118,South Central Indiana Rural Electric Membership Corporation,50,Fiber to the Premises,19740,20642,19740,20642
400130,"Wtechlink, Inc.",50,Fiber to the Premises,13953,17404,13953,17404
400130,"Wtechlink, Inc.",70,Unlicensed Fixed Wireless,10123,12669,10123,12669
400137,US Internet Corp.,50,Fiber to the Premises,71425,149033,71425,149033
400137,US Internet Corp.,70,Unlicensed Fixed Wireless,41,3279,41,3279
400138,Western Iowa Wireless,70,Unlicensed Fixed Wireless,141259,196250,26606,65428
400139,Tongue River Communications,40,Cable,1543,1671,1543,1671
410002,"AirFi, Inc.",72,LBR Fixed Wireless,178,197,178,197
410003,Bare Necessities LLC,70,Unlicensed Fixed Wireless,3987,5158,3987,5158
410005,"Alternative Choice Wireless, LLC",10,Copper,0,0,5,26
410005,"Alternative Choice Wireless, LLC",50,Fiber to the Premises,63,72,9,46
410005,"Alternative Choice Wireless, LLC",70,Unlicensed Fixed Wireless,93,113,111,251
410005,"Alternative Choice Wireless, LLC",71,Licensed Fixed Wireless,0,0,1,1
410008,Arkansas Valley Electric Cooperative Corporation,50,Fiber to the Premises,43272,49102,9194,13918
410014,Breen Duo LLC,70,Unlicensed Fixed Wireless,22054,23097,22054,23097
410018,City of Fort Collins,50,Fiber to the Premises,39156,43098,1371,4267
410025,Cosner-Neipp Corporation,10,Copper,0,0,1,3
410025,Cosner-Neipp Corporation,70,Unlicensed Fixed Wireless,4,4,7,21
410025,Cosner-Neipp Corporation,72,LBR Fixed Wireless,20,20,8,16
410027,Crowsnest Broadband LLC,70,Unlicensed Fixed Wireless,43010,53021,43010,53021
410027,Crowsnest Broadband LLC,72,LBR Fixed Wireless,31714,39599,31714,39599
410031,DigitalC,70,Unlicensed Fixed Wireless,14495,30592,0,0
410034,Elevations Ethernet LLC,70,Unlicensed Fixed Wireless,44,46,0,0
410035,"Emerald Broadband, LLC",50,Fiber to the Premises,650,710,650,710
410035,"Emerald Broadband, LLC",70,Unlicensed Fixed Wireless,123,180,123,180
410037,Express WISP LLC,70,Unlicensed Fixed Wireless,433,478,433,478
410038,"Fibercreek Networks, LLC",70,Unlicensed Fixed Wireless,604,658,604,658
410041,Greenwell Software LLC,70,Unlicensed Fixed Wireless,648,687,648,687
410054,KGT LLC,70,Unlicensed Fixed Wireless,14064,15765,13994,15688
410054,KGT LLC,72,LBR Fixed Wireless,8808,9914,8808,9914
410063,Luminate Fiber LLC,50,Fiber to the Premises,6670,8474,6670,8474
410063,Luminate Fiber LLC,70,Unlicensed Fixed Wireless,660,713,660,713
410066,Meeker Cooperative Light & Power Association,50,Fiber to the Premises,1957,2213,107,148
410066,Meeker Cooperative Light & Power Association,70,Unlicensed Fixed Wireless,1219,1364,36,42
410067,Meriwether Lewis Electric Cooperative,50,Fiber to the Premises,32670,36724,32670,36724
410073,North Coast Wireless Communications,50,Fiber to the Premises,1188,1482,1188,1482
410073,North Coast Wireless Communications,70,Unlicensed Fixed Wireless,16775,21312,16460,20952
410073,North Coast Wireless Communications,72,LBR Fixed Wireless,18380,23487,17990,23038
410076,"Optimus Communications, LLC",40,Cable,162,187,43,57
410076,"Optimus Communications, LLC",50,Fiber to the Premises,259,291,54,73
410076,"Optimus Communications, LLC",70,Unlicensed Fixed Wireless,33969,42197,3867,7833
410076,"Optimus Communications, LLC",72,LBR Fixed Wireless,45728,57405,5504,11755
410077,"Ozborn Communications, LLC",70,Unlicensed Fixed Wireless,199,226,86,106
410077,"Ozborn Communications, LLC",72,LBR Fixed Wireless,1772,2251,919,1204
410080,Professional Satellite of NWF,70,Unlicensed Fixed Wireless,14,14,0,0
410084,"Reynolds Media, Inc.",70,Unlicensed Fixed Wireless,569,581,24,26
410085,Roseau Electric Cooperative,50,Fiber to the Premises,1454,1870,1454,1870
410086,Rural Broadband Cooperative,70,Unlicensed Fixed Wireless,3714,4663,3714,4663
410090,Siyeh Communications,10,Copper,2207,3947,2207,3947
410090,Siyeh Communications,50,Fiber to the Premises,192,302,192,302
410090,Siyeh Communications,70,Unlicensed Fixed Wireless,1675,3429,1675,3429
410090,Siyeh Communications,71,Licensed Fixed Wireless,1734,3413,1734,3413
410092,Southern California Telephone Company Inc.,70,Unlicensed Fixed Wireless,2865,4205,188,465
410098,"Talkie Communications, Inc.",50,Fiber to the Premises,11569,13866,11569,13866
410100,Tennessee Telecommunications Company,50,Fiber to the Premises,2098,2493,2098,2493
410103,"Treehouse Broadband, LLC",70,Unlicensed Fixed Wireless,2391,2858,2299,2766
410114,Vyve Broadband Investments (GTCR),40,Cable,512934,643724,512934,643724
410114,Vyve Broadband Investments (GTCR),50,Fiber to the Premises,66031,88819,66031,88819
410115,White Cloud Communications US LLC,40,Cable,6764,7068,6764,7068
410115,White Cloud Communications US LLC,50,Fiber to the Premises,0,0,15,15
410115,White Cloud Communications US LLC,70,Unlicensed Fixed Wireless,745,755,745,755
410115,White Cloud Communications US LLC,71,Licensed Fixed Wireless,13840,16745,13840,16745
410120,Belhaven Cable TV Inc.,40,Cable,900,1219,900,1219
410121,Canyon Wireless,70,Unlicensed Fixed Wireless,2762,3146,0,0
410125,LAN Communications Corp.,50,Fiber to the Premises,71,78,71,78
410125,LAN Communications Corp.,72,LBR Fixed Wireless,9701,14550,9700,14548
410126,Ocracoke Cable TV LLC,40,Cable,1013,1136,1013,1136
410131,318 HighSpeed LLC,70,Unlicensed Fixed Wireless,1668,1903,1668,1903
410132,4ip Technology and Media LLC,50,Fiber to the Premises,509,518,509,518
410132,4ip Technology and Media LLC,70,Unlicensed Fixed Wireless,8875,11086,8875,11086
410133,Alpha Technologies Inc.,50,Fiber to the Premises,32,182,0,0
410134,BerryComm LLC,50,Fiber to the Premises,3887,4295,3887,4295
410135,"City of Sandy, Oregon",50,Fiber to the Premises,4176,5207,4121,5183
410135,"City of Sandy, Oregon",70,Unlicensed Fixed Wireless,240,330,98,150
410136,"Compass Broadband Network, Inc.",70,Unlicensed Fixed Wireless,47018,61145,47018,61145
410138,"Double Dog Communications, Inc.",70,Unlicensed Fixed Wireless,25813,33275,25813,33275
410139,Eclipse Communications,70,Unlicensed Fixed Wireless,675,736,675,736
410141,Minnesota WiFi,70,Unlicensed Fixed Wireless,36085,44781,36085,44781
410143,Morgan Wireless LLC,70,Unlicensed Fixed Wireless,32473,37922,32473,37922
410145,Natural G.C. Inc.,50,Fiber to the Premises,13324,31612,13324,31612
410145,Natural G.C. Inc.,70,Unlicensed Fixed Wireless,262687,472187,262687,472187
410147,Somerfield Cable TV,40,Cable,1419,1548,1419,1548
410149,"ThinkBig Networks, LLC",50,Fiber to the Premises,6159,7510,6159,7510
410150,LiveStream LLC,70,Unlicensed Fixed Wireless,8573,10501,6885,8641
410151,"TurboNet Technologies, Inc.",50,Fiber to the Premises,531,570,531,570
410151,"TurboNet Technologies, Inc.",70,Unlicensed Fixed Wireless,357,393,357,393
410153,Craighead Elecric Cooperative Corporation,50,Fiber to the Premises,29847,32444,29847,32444
410155,Lakeland Internet,70,Unlicensed Fixed Wireless,30894,33825,30894,33825
410156,Satview Broadband Ltd.,40,Cable,473,553,473,553
410157,"SkyNet Broadband, Inc.",50,Fiber to the Premises,1315,1359,1315,1359
410159,"Airwave Networks, LLC",50,Fiber to the Premises,19,19,19,19
410159,"Airwave Networks, LLC",70,Unlicensed Fixed Wireless,1088,1220,1088,1220
410160,CNS Internet Services,70,Unlicensed Fixed Wireless,6178,6993,2201,2766
410161,Graymont Cooperative Assn.,70,Unlicensed Fixed Wireless,1934,2133,1934,2133
410164,Mason County Public Utility District No. 3,50,Fiber to the Premises,5008,5562,5008,5562
410165,"Optimal Home Solutions, LLC",70,Unlicensed Fixed Wireless,26,32,1,1
410168,"Skymesh, Inc.",50,Fiber to the Premises,0,0,4,4
410168,"Skymesh, Inc.",70,Unlicensed Fixed Wireless,15015,16233,15015,16233
410170,LightSpeed Technologies LLC,70,Unlicensed Fixed Wireless,23304,31263,23304,31263
410170,LightSpeed Technologies LLC,72,LBR Fixed Wireless,11890,16178,11890,16178
410172,"Tri-County Telephone Association, Inc. (KS)",50,Fiber to the Premises,7933,8934,7933,8934
410174,Cloud 9 Wireless LLC,50,Fiber to the Premises,2634,3467,2634,3467
410174,Cloud 9 Wireless LLC,70,Unlicensed Fixed Wireless,3244,4190,7,27
410174,Cloud 9 Wireless LLC,72,LBR Fixed Wireless,4189,4639,0,0
410180,"Zeta Broadband, Inc.",70,Unlicensed Fixed Wireless,119782,161905,119782,161905
410182,XAirnet Corp.,50,Fiber to the Premises,29448,59838,29448,59838
410182,XAirnet Corp.,70,Unlicensed Fixed Wireless,255403,395884,255403,395884
410183,"Bluegrass Broadband, LLC",70,Unlicensed Fixed Wireless,65,69,65,69
410184,"SP Broadband, Inc.",70,Unlicensed Fixed Wireless,10102,11758,10102,11758
410185,East Central Oklahoma Electric Cooperative,50,Fiber to the Premises,30418,33709,30418,33709
410186,"City of Clarksville, Arkansas",50,Fiber to the Premises,3717,4820,3717,4820
410187,New Visions Communications Inc.,50,Fiber to the Premises,11238,13199,11431,15336
410188,"HiCountryNet, LLC",50,Fiber to the Premises,148,152,0,0
410188,"HiCountryNet, LLC",70,Unlicensed Fixed Wireless,6150,6344,0,0
410189,Red River Cellular Telephone Corporation,50,Fiber to the Premises,5024,6407,5024,6407
410192,Inland Cellular Telephone Company,50,Fiber to the Premises,1637,1756,385,444
410192,Inland Cellular Telephone Company,70,Unlicensed Fixed Wireless,5197,7164,1911,3192
410192,Inland Cellular Telephone Company,71,Licensed Fixed Wireless,22135,27069,4813,7013
420000,"903 Broadband, Inc.",50,Fiber to the Premises,257,273,257,273
420000,"903 Broadband, Inc.",70,Unlicensed Fixed Wireless,40766,46113,40766,46113
420004,AmigoNet,70,Unlicensed Fixed Wireless,6306,9821,6306,9821
420012,"Blue Sky Wireless, LLC",70,Unlicensed Fixed Wireless,4896,5710,261,283
420013,Bridgewired LLC,50,Fiber to the Premises,1583,1769,0,0
420017,Central Alabama Electric Cooperative,50,Fiber to the Premises,32403,37268,32403,37268
420020,City of Anacortes,50,Fiber to the Premises,1663,2118,1663,2118
420021,City of Loveland,50,Fiber to the Premises,22430,28008,22430,28008
420025,"CopperNet Systems, Inc.",50,Fiber to the Premises,7,12,11,16
420025,"CopperNet Systems, Inc.",70,Unlicensed Fixed Wireless,95490,106613,0,0
420025,"CopperNet Systems, Inc.",71,Licensed Fixed Wireless,0,0,27,33
420025,"CopperNet Systems, Inc.",72,LBR Fixed Wireless,95483,106601,95483,106601
420027,"Critical Links, LLC",70,Unlicensed Fixed Wireless,6964,8069,6964,8069
420028,"Cumberland Connect, LLC",50,Fiber to the Premises,56619,61140,8011,11564
420029,Current Inc.,50,Fiber to the Premises,777,784,777,784
420029,Current Inc.,70,Unlicensed Fixed Wireless,3025,3368,2508,2813
420036,"DSI Management Holdings, LLC",50,Fiber to the Premises,213,903,213,903
420036,"DSI Management Holdings, LLC",70,Unlicensed Fixed Wireless,14253,22158,0,0
420036,"DSI Management Holdings, LLC",72,LBR Fixed Wireless,2606,4266,0,0
420038,Eastern Time Inc.,70,Unlicensed Fixed Wireless,29621,48657,29621,48657
420040,ENC Access Investments LLC,50,Fiber to the Premises,1769,2246,464,466
420041,EtheraLink,70,Unlicensed Fixed Wireless,14,15,0,0
420042,ORI.NET LLC,70,Unlicensed Fixed Wireless,4544,5409,4544,5409
420045,"FIF AireBeam, LLC",40,Cable,110,126,0,0
420045,"FIF AireBeam, LLC",50,Fiber to the Premises,5200,5593,5200,5593
420045,"FIF AireBeam, LLC",70,Unlicensed Fixed Wireless,42348,48803,42348,48803
420048,Gateway Fiber Holdings LLC,50,Fiber to the Premises,37073,41801,37073,41801
420058,EV Holdings LLC,10,Copper,171512,256882,171512,256882
420058,EV Holdings LLC,70,Unlicensed Fixed Wireless,195205,285625,195205,285625
420058,EV Holdings LLC,71,Licensed Fixed Wireless,3336,3823,0,0
420059,"Hub66, Inc.",50,Fiber to the Premises,4528,5497,666,1165
420061,"Intellipop, LLC",70,Unlicensed Fixed Wireless,30448,37401,30448,37401
420064,IT Auditors PR Corp.,70,Unlicensed Fixed Wireless,18554,24570,18554,24570
420069,"KL Broadband, Inc.",70,Unlicensed Fixed Wireless,613,634,613,634
420073,"Little Miami Gig, LLC",50,Fiber to the Premises,229333,396296,18399,63279
420080,MS Wifi Zone,70,Unlicensed Fixed Wireless,54781,78957,54781,78957
420084,"Nola Broadband, Inc.",50,Fiber to the Premises,0,0,3,11
420084,"Nola Broadband, Inc.",70,Unlicensed Fixed Wireless,18,50,7,11
420091,Osnet Wireless Corp.,70,Unlicensed Fixed Wireless,21757,41804,22436,42889
420094,Patriot Cable System LLC,40,Cable,833,884,63,86
420094,Patriot Cable System LLC,50,Fiber to the Premises,6,6,0,0
420099,"Precision Technology, LLC",70,Unlicensed Fixed Wireless,2546,2683,2546,2683
420101,Prologic Technology Services LLC,70,Unlicensed Fixed Wireless,841,943,841,943
420110,Rocky Mountain Internet Inc.,70,Unlicensed Fixed Wireless,19213,25136,19213,25136
420115,"SkyNet360, LLC",50,Fiber to the Premises,6,152,6,152
420115,"SkyNet360, LLC",70,Unlicensed Fixed Wireless,81018,120275,80962,120205
420115,"SkyNet360, LLC",72,LBR Fixed Wireless,2999,6478,2999,6478
420116,Skypacket Networks Inc.,70,Unlicensed Fixed Wireless,42901,59742,4063,9986
420116,Skypacket Networks Inc.,71,Licensed Fixed Wireless,37571,48071,6762,12573
420117,Smyth Technology Group Inc.,70,Unlicensed Fixed Wireless,8035,9328,7918,9198
420122,"Sunrise Communications, LLC",40,Cable,6832,7300,6832,7300
420124,Tallahatchie Valley Internet Services,50,Fiber to the Premises,22872,26177,22872,26177
420125,"Taluslink, LLC",10,Copper,1,13,0,0
420125,"Taluslink, LLC",50,Fiber to the Premises,3,192,3,52
420129,"Thrive Broadband, LLC",50,Fiber to the Premises,938,958,938,958
420129,"Thrive Broadband, LLC",70,Unlicensed Fixed Wireless,1139,1230,1139,1230
420133,Town of Islesboro,50,Fiber to the Premises,788,859,52,84
420135,Tri-County Rural Electric Cooperative,50,Fiber to the Premises,13522,17140,13522,17140
420137,Foursight Communications LLC,50,Fiber to the Premises,32343,37386,32343,37386
420139,Us New Era Internet Corp.,70,Unlicensed Fixed Wireless,245,398,245,398
420145,Vertrees Electronics LLC,70,Unlicensed Fixed Wireless,2197,2503,2197,2503
420146,"Victoria Electric Cooperative, Inc.",50,Fiber to the Premises,5854,6503,1934,2393
420146,"Victoria Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,1403,1484,314,386
420147,Vinton Municipal Communications Utility,50,Fiber to the Premises,2250,2598,2250,2598
420150,Wavelength LLC,50,Fiber to the Premises,3,18,3,18
420150,Wavelength LLC,70,Unlicensed Fixed Wireless,1662,3112,1662,3112
420150,Wavelength LLC,72,LBR Fixed Wireless,4490,7331,4490,7331
420151,WavSpeed Inc.,70,Unlicensed Fixed Wireless,5874,7706,0,0
420163,Zero2 Wireless,70,Unlicensed Fixed Wireless,247,270,59,60
420163,Zero2 Wireless,72,LBR Fixed Wireless,5075,6559,3775,4589
420165,"Zoom Telcom, LLC",50,Fiber to the Premises,7211,8242,7211,8242
420167,Digital Technology Solutions Inc.,50,Fiber to the Premises,2986,4497,2986,4497
420167,Digital Technology Solutions Inc.,70,Unlicensed Fixed Wireless,2408,2792,2408,2792
420168,GoNetworkPR Inc.,50,Fiber to the Premises,225,258,225,258
420168,GoNetworkPR Inc.,70,Unlicensed Fixed Wireless,1438,1758,1437,1757
420173,"Northwest Fiber, LLC",10,Copper,445956,614731,445956,614731
420173,"Northwest Fiber, LLC",50,Fiber to the Premises,600954,748831,600775,748561
420173,"Northwest Fiber, LLC",70,Unlicensed Fixed Wireless,203802,266870,203802,266858
420175,Central Connect LLC,70,Unlicensed Fixed Wireless,71,73,1,5
420178,Comptinet,70,Unlicensed Fixed Wireless,1,4,0,0
420181,Newaygo County Regional Educational Service Agency,50,Fiber to the Premises,132,172,132,172
420181,Newaygo County Regional Educational Service Agency,70,Unlicensed Fixed Wireless,7907,9573,7907,9573
420181,Newaygo County Regional Educational Service Agency,71,Licensed Fixed Wireless,1912,2190,1912,2190
420186,"Craion, Inc.",70,Unlicensed Fixed Wireless,29210,32899,29210,32899
420187,"Golden Belt Telephone Association, Inc",10,Copper,327,349,327,349
420187,"Golden Belt Telephone Association, Inc",40,Cable,1081,1129,1081,1129
420187,"Golden Belt Telephone Association, Inc",50,Fiber to the Premises,10023,10679,10023,10679
420187,"Golden Belt Telephone Association, Inc",70,Unlicensed Fixed Wireless,3035,3404,3035,3404
420187,"Golden Belt Telephone Association, Inc",71,Licensed Fixed Wireless,1717,1789,1717,1789
420187,"Golden Belt Telephone Association, Inc",72,LBR Fixed Wireless,1408,1466,1408,1466
430001,"Acrospire Networks, LLC",70,Unlicensed Fixed Wireless,1693,2030,1587,1897
